question_id,display_name,title,answer_count,score,is_answered
79829714,Arkadi,error when running a spring boot image in docker: open /workspace/boot-inf/classes/db: permission denied,1,0,True
79829628,Sven,"is thymeleaf still maintained, and is there a thymeleaf version compatible with spring boot 4 / spring framework 7?",3,2,True
79829598,pradhan,group and process unordered records in a csv file with spring batch,2,0,False
79829547,Sergey Zolotarev,intellij idea doesn't see type from .m2 jar,1,0,False
79829533,MatterOfFact,axon framework with spring: run queries in read only spring transaction,0,0,False
79829457,Andrea,"constructor-based dependency injection fails when requesting bean via beanfactory.getbean(command.class, dto) in spring boot",0,0,False
79829352,kiruba T,java.lang.classnotfoundexception: okio.buffer when using okhttp inside eclipse plugin (osgi),2,0,False
79829337,St.Antario,custom annotation for performing customized injection logic,1,0,True
79829257,Nicolas Medeiros Cascaes,spring boot @restcontrolleradvice works locally but not on render deployment,0,1,False
79829102,Lolliker 1,struggling to implement different viewports in an application adapter from libgdx,1,1,False
79829043,JavaLearner,drools cannot load drl files from multiple folders inside spring boot executable jar (launchedurlclassloader issue),1,1,True
79829032,Peter Penzov,"incompatible equality constraint: map<string, object> and getresponse",1,0,False
79828884,Gojita,suppress parameter from module class method,0,0,False
79828796,Njhasty,flyway migration unable to create relation (table) when attempting to add table to java api,0,0,False
79828739,user31937035,android api nfc antenna location incorrect,0,-2,False
79828614,Nikhil Dubey,java.lang.illegalstateexception: getattribute: session already invalidated when calling api locally,0,-1,False
79828603,dschulten,applicationmoduletest - beaninstantiationexception: no repository found for type,1,0,False
79828518,Nidhi257,java code | how to configure and scan file from clamav server,2,0,True
79828472,Brundha Srinivas,cannot find mockbean in spring boot 4.0.0,1,2,True
79828471,holeInWater,drools rule fails for genuine use case at high scale,0,1,False
79828390,Mitesh Firake,lightweight spring boot setup for beginners: zed editor,5,0,True
79828357,H&#252;seyin &#199;ataloğlu,returning audio or video from spring boot restful api,0,-4,False
79828147,Joe,how to write rdf4j model to a string while preserving the original structure?,1,0,True
79828104,user3561614,how to disable the “minimize” button in androidx customtabs?,0,0,False
79828003,strubin,unable to change the vlcj audio delay,1,1,True
79827818,Maksiks,is it possible to link/run gradle tasks in comments in intellij idea?,0,-1,False
79827809,Sybuser,"how can i apply ""organize imports"" action programmatically in an eclipse batch application?",0,2,False
79827783,los,does it safe to modify the oldvalue of remappingfunction in java.util.map#merge?,3,0,True
79827774,Robert Hume,inconsistent behavior of delete_on_close between platforms,1,3,True
79827728,JZARGO,mockito argumentmatchers.any(class) for varargs parameter does not match,1,0,True
79827725,NDK,packagemanager.getinstallerpackagename() returning unexpected packages as installers,0,0,False
79827611,Luna,"i need to create an array that contains the values of the attributes of an object, but object.values(obj) does not work",0,-8,False
79827437,haoz,spring boot web polish characters encoding problem,1,1,True
79827307,Quaky,get a list of relationships from neo4j repository using spring,1,0,False
79827231,MANOJ V,"push notifications not working in my vite + react + spring boot project (websockets, vapid, aws sns, fcm all attempted)",0,-6,False
79827227,VR7,mongotimeoutexception in testcontainers integration test : open liberty app attempts to connect to kubernetes fqdns instead of local alias,1,0,False
79827192,ronihasan,android accessibiltyservice : how can i enabling perform action on a sealed instance,0,0,False
79827180,sebkaminski16,why is filereader as efficient as bufferedreader in reading 1kb chunks of data?,5,0,True
79827170,Aakash_Deep,what happens when uploading a large file from client browser to my spring boot server if i delay reading the multipart file from input stream?,0,0,False
79827044,Syed Maroof Hussain,"jna cocreateinstance returns s_ok but shelllink/ishelllinkw fails, com pointer is non-null but object unusable",1,1,True
79827034,Bear Bile Farming is Torture,how to set a background image for the webview on an android app built with react dom + capacitor v7?,1,0,False
79826961,bkqdad,mapstruct and multiple derived classes,0,0,False
79826821,Bogysh,idempotencybreachexceptionhandling in service used in kafka listener,0,1,False
79826790,Suswetha,why does using >= increase merge sort time complexity,2,0,True
79826777,Aleksander,tdlib searchmessages misses the latest message,0,0,False
79826692,riskop,"""defaultjpadialect does not support custom isolation levels"" when upgrading to spring batch 5",0,0,False
79826651,VFMiracle,spring boot dashboard in vs code isn't displaying one of the project's modules,0,0,False
79826579,alex_pythooon,is there a database first approach in java like entity framework in c#?,4,0,True
79826534,user31921588,"what is error in this code ,code get error when i submit in the leedcode",0,-12,False
79826514,ivvasch,spring security 3.1.4 requestmatchers with pathvariable,0,0,False
79826502,AMZ,why java stream api is one time use but reactor's publisher not?,2,0,True
79826409,Pasindu,how to route messages from a single jms producer to one of multiple mdbs based on conditions?,0,0,False
79826301,Arjun Asokan,bridgelink 4.6.0: how to validate xml against xsd (with dependent imports) using lookup manager? java access removed,1,0,False
79826251,Melad Basilius,bruce eckel : constructor is a static method,4,0,True
79826008,Christopher Pray,why does vscode still give me package not found error with weka after referencing the jar file in classpath?,0,-4,False
