tag,question_id,display_name,title,body,answer_count,score,is_answered
web,75140197,hsm202,How to check if a website URL is running and active in Javascript?,,1,0,False
web,75138918,jannes1302,Cant resolve variables in html,,0,1,False
web,75131510,DanieleManna,NgRx throws &#39;TypeError: undefined is not a non-null object&#39; when creating effect,,1,1,True
web,75130098,Zaka Asta,Error finding all image URL using BeautifulSoup in Python,,1,-1,True
web,75128598,rojey12,Javascript Filter finds all data attributes but not their respective DOM elements,,1,1,True
web,75126468,Destroy,Java - how to read xml code from a website,,1,0,False
web,75124351,Nazar,Why is my footer not pressed to the bottom?,,1,2,False
web,75124317,Shubham Shrivastava,this.props.history.push(&#39;/&#39;) IS NOT WORKING in CLASS Component,,1,0,True
web,75120130,Kalyan Kumar,Allowing to load web pages directly from browser and navigating through browser buttons?,,1,1,True
web,75117414,Plime,JavaScript fail to change display property (Uncaught (in promise) TypeError: loader.style is undefined),,1,0,False
web,75115245,Vignesh,Json data not displayed because of a syntax error,,1,-1,False
web,75113761,Spencer Brereton,Javascript Array value not updaing,,1,0,True
web,75112436,Amari Mahdi,this error is stress me please solve it for me &#39;Uncaught TypeError: e.target.className.add is not a function&#39;,,1,0,True
web,75110474,ihor zhuk,How to display outside of the container my current img?,,1,0,True
web,75107791,ClassY,how top-level async web requests handle the reponse,,1,0,True
web,75107466,user20396381,How to let multiple web address (http) point to the smae webpage,,0,0,False
web,75103927,potato,Limit image proportions with JavaScript,,1,0,True
web,75094667,Sabari Krishnan M,Visit all routes in React web application in the background without user knowledge/interaction for caching,,0,1,False
web,75093432,Dolapo Johnson,Error installing and starting Apache Web Server using Gzip Compression,,2,0,True
web,75092189,AWEI,How to use javascript to control the display or hiding of elements according to the change of the URL without refactoring the webpage?,,1,-1,True
web,75092135,Mahfujur Rahman,"Can We Host Our React Application on GitHub? If we can do, how the way it&#39;s work?",,1,-2,False
web,75091614,Shoaib Munir,How to implement Multiple TikTok Pixels on Website,,1,0,True
web,75090242,Name,How to add html tag in template String in React,,0,0,False
web,75083549,iaggoCapitanio2,Why DRF uses PUT to send files?,,1,0,True
web,75082793,ArtDigital,How to put function to this block of PHP code?,,1,-1,True
web,75078979,Ben2911,My website displays ok on desktop but not on mobile phone screen,,1,0,False
web,75075154,BoomHbee,How to get the text from the last span with class &#39;star fill&#39;?,,1,0,True
web,75069182,Mithun Rana,How to return specific assaing value from model when foreign key null Laravel,,2,0,True
web,75063835,Spencer Brereton,React - Updating one state object updates another one,,1,1,True
web,75062899,Kocak,Spring MVC not Showing JSP file,,2,-1,True
web,75060971,Saravanan Raja,How to get mod_auth_openidc_session id using python?,,0,1,False
web,75059244,kraf,Is it viable to have a session cookie with SameSite=Lax and another static SameSite=strict cookie to make the Lax cookie more secure?,,1,0,True
web,75058467,Irra,"Beautifulsoup: requests.exceptions.ConnectionError: (&#39;Connection aborted.&#39;, RemoteDisconnected(&#39;Remote end closed connection without response",,2,0,False
web,75058024,Priyanka Rajendran,How to get redirected to a particular step in a wizard in vue and typescript,,2,0,True
web,75051601,Don Schulz,"saving form to txt. text does not show, why?",,1,1,True
web,75051336,Avner Moshkovitz,What is a best practice for showing the version information in a web app?,,1,-1,True
web,75047990,Zatando1,The scroll buttons in my script wont work,,1,0,False
web,75043747,mavdotjs,Is there a way to return a readablestream as a response in sveltekit,,0,1,False
web,75041169,Sophia282,Share web article with my Android Studio app,,2,0,False
web,75039868,Nabil Qazi,How to setup a laravel site in sub folder while main site is a wordpress,,0,1,False
web,75038803,Berk Efe Keskin,How to auto generate divs with javascript?,,1,-1,True
web,75038071,NeedHalp,How to set retrieved value as max input value on Laravel?,,2,0,True
web,75036556,q2000 official,is there a way to detect if the website is visited by a mobile device to give it another content,,1,-2,False
web,75035623,Sdev,PHP MVC User Management,,1,0,True
web,75031618,N BHL,how can i import routes from another module to my app.py and make them work?,,1,-1,False
web,75031461,Ben Johnson,Dropdown not worked on bootstrap 5.3,,3,2,True
web,75026665,q2000 official,Is there a way to detect the device when going on a website to change the content,,1,-1,False
web,75026565,H4R01D,how to make img link to a simple code (Html and Css),,2,-1,False
web,75025846,Creasic Dang,"My search bar appear but not working, whenever I type in the keyword, the page will still be the same without showing any result",,2,-2,False
web,75024013,Kjur0,Buttons in HTML not executing onclick function,,2,0,True
web,75023164,user13642402,React route to a specific Item details page from a All Items page,,2,2,True
web,75021872,snaphix,Button icon switch (class attribute)?,,3,-1,False
web,75020826,atzaka,JavaScript get element from event trigger,,1,0,True
web,75020493,Polgar,Getting and processing a json from a service with tomcat 10 and process with Javascript,,1,0,False
web,75020257,Russix,Not able to remove EventListener in Typescript,,1,3,True
web,75020172,Vakho,How do I make my web-page responsive in Figma?,,1,0,True
web,75013110,Creasic Dang,"My drop-down menu is not working, it appear to be just like the normal menu",,1,1,False
web,75013012,user17199867,Angular Framework Auction page,,1,0,False
web,75012673,Creasic Dang,"My search bar appear but not working, whenever I type in the keyword, the page will still be the same",,3,0,True
web,75012261,Null,NextJS Server-only Render to Reduce Client Bundle Size,,0,1,False
web,75009178,VINAY CHAURASIYA,JavaScript question about: What does &quot;?.&quot; means after a function?,,1,-2,True
web,75008483,Renatta Quiroz,dropdown with repeated data angular,,1,0,False
web,75004750,Motalib Hossain,when I will type the first row 3 input box then those values are shown in the display name input box,,1,0,True
web,75003522,programmmm,Spring.io error 404 in the official example,,1,0,True
web,74999308,P00LR0CK,Web scrapping idealista - Browser/Postman returns 200 and Python requests 302,,1,2,True
web,74997544,CoderScrub,Python Web Scraping Yahoo - Result in empty list,,1,1,False
web,74993624,Rye,Loading only part of site into dom via jquery,,1,0,True
web,74991002,user20396381,"With existing &quot;mySQL Database&quot; and &quot;website&quot;, want to connect/synchronize both part how to accomplish by Python",,1,1,False
web,74987211,Martynas Jurkėnas,How to call a fetch request and wait for it&#39;s answer inside a onBeforeRequest in a web extension,,1,1,True
web,74984927,Matviy Khomchak,How I can fix it,,1,0,False
web,74982917,Berkay &#199;avuşoğlu,allowOutsideClick not working in SweetAlert2,,1,1,True
web,74982795,Tarun,Converting &quot;/&quot; sperated data into a tree like structure,,1,1,True
web,74982216,Aniket Bhosale,I am trying to redirect my site from www to https. I have this code in htaccess file:,,1,0,True
web,74979236,rod,extends block for HTML is showing up as text rather than actually parsing,,0,1,False
web,74978374,soohan.s,Is there a function that automatically allocates ports?,,1,-1,False
web,74976574,Victor Sales,Json displaying blank,,1,-1,True
web,74976322,linus otte,Unable to extract values linked to data points from an interactive line chart,,1,1,False
web,74973677,Bear Bile Farming is Torture,Is multi column sorting an expensive operation?,,1,0,True
web,74973495,Muhammad Ramazan,How to make blurred gradient background like the one on tailwindcss.com?,,3,0,True
web,74967265,Lucas,Removing white space below Footer,,3,1,False
web,74966188,MohG,Is the headers in an HTTPS request encrypted?,,0,0,False
web,74960430,Ben Johnson,How to change background color on slideshow (swiper) on opecart 3.0+,,1,0,False
web,74958646,UnknownMind,I cannot show image in PHP,,2,-1,False
web,74958481,Roshan Thapa,dropdown button does not dropdown on hover,,1,0,False
web,74955386,Ripas55,Web share api is throwing unhandled error on close even with try catch block included?,,1,1,False
web,74955083,Nodirbek,Accessing truedepth camera on Browser,,0,1,False
web,74945931,cherryisliving,&lt;main&gt; tag in HTML,,1,0,True
web,74941687,saDpooro,Angular get current focused element in angular,,2,2,True
web,74941380,Afrizal,Laravel Auth::attempt return Undefined array key 1,,0,0,False
web,74940905,jowehh,Undefined variable $consultation,,2,-1,False
web,74939795,zeeetan,how to get object field from database,,1,0,False
web,74935053,Jason Orman,"Python with Webbot, not sure how to click the button of the chrome PDF viewer",,1,0,False
web,74934482,Rezette,Intellij idea do not redirect to the root of the project,,1,0,True
web,74932954,Vaibhav soni,Getting different offset top on first click then same in rest clicks,,1,0,False
web,74932947,Gmos,How to implement custom code editor with HTML/JavaScript?,,2,2,True
web,74932935,Reydi Vonay,why my react code not working although other stuff is okay,,1,0,False
web,74932516,Philipp Neuber,Web Scraping multiple pages and combining the result in a dataframe by a for loop,,1,0,True
web,74931695,Harshit Gupta,"Which technique would be better flexbox or grid or something else, i am trying to create a matrix of fixed size but responsive?",,2,-2,True
web,74930703,pvpb0t,How can i restart my website and apply new changes to a docker container?,,1,0,False
web,74929736,Clexx,Authenticate User without sending plain password or hash to server,,1,0,False
web,74929588,mjshubham21,I am having an Unwanted horizontal scroll bar in my live website but not in local host,,1,0,True
web,74927547,babavyna,Automate a selection of multiple values from a multi-select list box UFT web app,,1,0,True
web,74926527,The Blog 101,How delete a Website from Google Search Engine?,,2,0,True
web,74926003,Todd,Web access using preshared token?,,1,0,False
web,74924391,Albo,How to make a card &quot;inactive&quot; but showed with a sign that says something like &quot;work in progress&quot; upon it? In CSS,,2,0,True
web,74922610,user13088742,Cython not faster than Python,,0,0,False
web,74922319,Florian Walther,Can two browser windows cause race conditions in synchronous JavaScript code?,,0,1,False
web,74922199,Joshua Ukaka,Incrementing a progress bar value with a function in JavaScript,,1,0,True
web,74916398,gitman-2021,"IndexedDB: `DOMException` while opening an `IDBObjectStore`, that the transaction has finished",,1,0,True
web,74914416,hassan marzooq,Trying to get all the collection data from Firestore,,1,0,True
web,74913569,Marwan Esam,Running more than one instance of web APP on local host on the same machine,,1,-2,False
web,74912194,Hdhsh,srcset in react native,,1,3,True
web,74909973,Vtcs,How do I can get the data from a web page with Python?,,1,-1,True
web,74908863,Adam,What does this response mean?,,1,0,True
web,74908802,MIPB,"What is best in a website, use an image url or download the image?",,1,1,True
web,74907976,Spailll,Creating a PrivateRoute context in React that works inside a Routes block,,2,1,True
web,74902167,Sujith,How to write a web api replies very slowly with an infinite stream of text using java?,,3,0,True
web,74901661,Thijs_fr,How can I add a smoothscroll effect to the next page on my website,,1,0,False
web,74895265,Ярослав Ясиницький,Scroll to center of horizontal div,,1,0,True
web,74891107,Euclid-bytes,how locate elements inside form next to each other,,1,2,False
web,74890842,Taha Habib,Bulma Navbar buttons are misplaced and I want them unhidden,,1,1,True
web,74886532,kseen,HTTP requests stuck in &#39;pending&#39; state,,0,3,False
web,74883456,Christian,"MYSQL LOCAL INFILE command server wants to read - ExpressJS, Mysql2",,0,1,False
web,74879761,elporfirio,"Firebase Error, application offline (on WebSDK)",,0,2,False
web,74876199,Ayushi Haria,changeDetectionStrategy:OnPush in Angular how does it work with Observables?,,1,0,False
web,74872871,Amin Zekri,prevent running function on backtick angular,,2,0,True
web,74870795,huan feng,Reload page or dynamically update content after switching language?,,1,0,True
web,74869698,saleh,How to create list of photos in SQL Server database in ASP.NET Core?,,1,0,False
web,74867200,Vampired,How to store data typed by user into input using Django,,1,0,False
web,74863554,Selim Choueiter,How to allow multiple login from one platform,,2,1,False
web,74863382,Evandro Correia Dias,I need to adjust the border of this ios icon,,1,0,True
web,74860780, Miracle,Why can&#39;t my scraper extract data from next page,,1,1,True
web,74856541,xuma202,Set framename of browsing context,,1,0,True
web,74856391,Navid As,The page isn’t redirecting properly,,1,0,True
web,74853889,QuickMash,Is there a way to clear html form autocomplete using javascript,,1,0,False
web,74853762,Mina Samir,making to do application with JS but EventListener is not working after i press submit (still new to JS),,1,-1,True
web,74853475,Jonathan V,Angular - Check specific checkbox if ID/Value equals to value/property,,1,0,False
web,74848533,Rishabh Singh,Minimize Object for better readability,,1,1,True
web,74846984,Sudipta Roy,Add a new line in a &lt;td&gt;,,0,1,False
web,74846964,Rishabh Singh,Minimize json for better readability,,0,0,False
web,74838962,Asher,How do I choose a random image from an array and use it as a source for other images in javascript and html,,1,-2,True
web,74837276,Elias,Data handling in ASP.NET application,,1,0,False
web,74834939,StuLondon,Openlayer Map - Only shows after page refresh,,1,0,False
web,74830747,NullReferenceException,Blazor Server Path Issues,,2,1,False
web,74830652,Tooster,intellisense for global JS scripts on website (vanilla) (like jquery etc.) included globally via `&lt;link&gt;` on pages,,0,1,False
web,74828274,Bal&#225;zs Szmetana,Call another php without leaving the defaults,,1,1,False
web,74816483,grxuau,Can&#39;t use contents of resources folder in JSP page,,1,0,True
web,74816045,Peter206,How can I make links crawlable in a responsive menu on a webpage?,,2,-1,True
web,74814491,Luca,How to create website link on IE-MODE with Edge Browser,,1,0,False
web,74814490,Azad,ZodError on the start of a docker image,,1,0,False
web,74813526,Viktor Machnik,PWA/Web: Remember file system access permissions on app restart,,0,3,False
web,74806688,Abiel Abrham,Is there a way I can run my tailwind CSS website outside the visual studio code IDE and Live server?,,1,0,False
web,74804257,Austin Eveland,Web Scrape Daily Treasury Rates,,1,-3,True
web,74803628,diegoese,Python requests POST gives different response content than browser,,1,1,False
web,74795623,Chonthichar,couldn&#39;t download table dataset from https://www.nordpoolgroup.com/en/Market-data1/#/nordic/table,,1,2,True
web,74794157,CeDeROM,Kivy / Python: How to convert float color list to web rgb?,,1,0,False
web,74792901,Rusty Nail,Programmatically add a Rule to the Web.Config (system.webServer.rewrite.rules).rule name=&quot;IP Blocking&quot; Node,,1,0,False
web,74791446,Lucio Mazzini,Problem with the positioning of an aside in an html page,,1,0,True
web,74783010,Monkee_coder,ERR_TOO_MANY_REDIRECTS After installing certbot on nginx / Ubuntu 20.04,,0,2,False
web,74779657,DC Historian,R Scraping for image details from several thousand pages,,2,2,False
web,74779624,Akhil,"Parse error: syntax error, unexpected variable &quot;$from_email&quot;",,1,0,False
web,74774534,user20747805,django datetime fromisoformat: argument must be str error,,2,0,True
web,74770721,profundusman,How can I run my python file on the web via pyodide,,1,0,True
web,74769773,Shahar,how to allow input to have spaces?,,3,-3,False
web,74769657,hello00,How to make a &#39;\n&#39; or &#39;&lt;br/&gt;&#39; work rather than display it using django and html template?,,1,0,False
web,74758544,Artcchi,It looks like Safari doesn&#39;t see css file,,1,0,True
web,74757361,Aaron Rodriguez,Is it possible to add an online value to my code and it changes automatically? like dollar value?,,1,0,True
web,74752842,MINGJI,Working of Digital Analog Clock in Javascript,,1,1,True
web,74751964,Matan,"CSS, Trying to center element but its children are not the same size",,1,0,False
web,74747461,Matan,Alternative for `:has()` css class,,0,1,False
web,74743594,Clint Garrity,Phpseclib PHP Fatal error: Uncaught Error: Class,,1,0,True
web,74743126,Eduard6421,Why doesn&#39;t docker build copy the files over?,,1,0,False
web,74743005,Allleex,Is it good practice to call my ethereal node from Client?,,1,0,False
web,74740724,Cristian Lopez,Why my body element is not taking 100% of the width as i minimize the window?,,3,0,False
web,74739919,jeen-yuhs,My CSS styles don&#39;t apply when I load my HTML file on Google Chrome,,1,0,True
web,74738887,yeolsim_coding,Why do I always get empty list thing to select a tag or css property by using Python?,,1,1,True
web,74735196,Muhammad Abid,Want to change Checkout button text in woocommerce,,1,-2,True
web,74732577,max max,File content being sent empty when trying to implement http with tcp on my own (python),,1,1,True
web,74731946,evogamer,Linking HTML file and CSS file,,3,-1,False
web,74731576,RItesh Yadav,Can we access a variable declared using &#39;var&#39; keyword inside a block?,,4,-1,True
web,74731331,jesper,How to make pie chart in a row,,1,-1,False
web,74731098,Tamosss,Im try send data from client to server and i get error,,1,-1,False
web,74730400,Snivio,Pass a value to a react hook,,2,0,True
web,74729578,Tocy777,Exclude elements from Xpath groups,,1,1,True
web,74726409,Lina Gong,Problems caused by different syntax when writing tool libraries,,1,0,False
web,74724239,sedat,Failed to execute goal org.codehaus.mojo:exec-maven-plugin:3.0.0:exec (default-cli),,1,0,True
web,74716798,Tal Vaknin,How to make a React web discoverable,,1,0,True
web,74714576,ido ben ami,Performance issues processing &amp; updating huge dataset in JS,,0,6,False
web,74709124,Auden,How to copy text to clipboard from different buttons?,,1,0,False
web,74708550,Mariana Cagnoni,how to validate if there&#39;s already a field with the same registered number (Logical problem),,1,-1,True
web,74708467,Tolkienist Coder,How can I hide or show a bootstrap modal in my web page?,,1,1,True
web,74707741,lukasniessen,Angular: Is *ngFor suitable for extemely long arrays?,,2,0,True
web,74704690,atryingcoder,TypeError: &#39;&gt;&#39; not supported between instances of &#39;WebElement&#39; and &#39;float&#39;,,1,0,False
web,74702322,evogamer,How to write user info to a text file from flask python,,1,1,True
web,74701968,Ajay Surya Senthilrajan,Extracting contents from a PDF to display on web pages,,1,-1,False
web,74700504,SHOBHIT GUPTA,How to Render Date Object on React App application?,,2,0,True
web,74700202,Muhammad Abid,Woocommerce website product name not showing full,,2,0,True
web,74699721,lukasniessen,Share programming logic between Android an Web,,1,0,False
web,74698219,Vishwajith H H,Changing Timezone across the application,,1,0,True
web,74694541,Jofen Kihlstr&#246;m,Problem with doubleclick handle in react jsx,,1,1,False
web,74691577,Dagi,"I tried to make a thread in which it will download multiple files, and name them",,1,0,False
web,74688021,Ollie,Display None Issue,,1,0,False
web,74686384,linusehle,How can I change the position of HTML inputs with a grid layout?,,2,-1,True
web,74682388,Christan_Learning,How to display dynamic text and images with sanity?,,1,0,False
web,74677017,4rb3r,How to insert data from a form into a table in php without using databsaes?,,3,0,True
web,74675823,Twenny,Chart.js How to edit the title label color,,1,2,True
web,74675163,d1298,Justify-content: space-between doesn&#39;t appear to be working in a flexbox,,3,2,False
web,74673908,DSA5252,nginx cant show the image in html,,1,0,True
web,74673627,satyam sangeet,How to create a functioning multipage streamlit app?,,1,2,False
web,74673440,Atlanticus,How to add images to Git webpage?,,1,0,False
web,74671230,John Mitysumy,Display xml values with namespace - using php,,2,-1,True
web,74655697,Oguz Kurun,Webscrape specific information,,1,-2,True
web,74654150,LI LI,Is it possible to avoid entering the folder after selecting a folder for upload,,1,-1,False
web,74652327,profundusman,missing 2 required positional arguments flask python,,1,0,False
web,74651078,revert,How do I center a navbar vertically along with page title?,,2,1,True
web,74649341,LevGor,Background image in html template isn&#39;t displayed,,1,0,False
web,74645823,kot may,Error while working on the site in Django,,2,0,True
web,74644832,طارق بك محمود,Display WhatsApp group chat on a public webpage,,1,-1,True
web,74643409,Shaurya Sharma,Socket.IO disconnect event,,1,0,False
web,74642784,hdanske,How to integrate Google Pay on web with DIRECT type (TEST Environment),,1,0,True
web,74638293,Rayaan Study,it throws a 404 when without url prefix (FLASK),,1,-1,True
web,74636729,has400,Unable to get event.stopPropagation(); working within my code,,1,0,True
web,74630764,has400,How to limit a textarea to 4 rows of bullet points?,,1,0,True
web,74628028,Ramazan Arslan,Iframe not working in incognito window due to third party cookies,,0,1,False
web,74627546,Abdullahi ,How do I get a cloned Django project running?,,1,-2,False
web,74616489,Anders S,"Let input number only accept number, comma and dot vue.js",,1,0,False
web,74597100,Stepan.Basharov,Django - Display the number of users currently watching a live stream,,1,0,True
web,74592275,user19845343,How can I prevent malicious code from being uploaded in my Database?,,3,0,False
web,74591105,user14769370,Commas between numbers in Python or Django,,1,0,True
web,74591071,Ali Wapiti,How do I zoom into the page of an html and css file?,,1,0,True
web,74590658,mij,How to pass JWT token in raw redirect from backend server to frontend server?,,0,1,False
web,74588778,참직김,There is an error using Spring Boot to receive the value using &#39;UserInfoDto&#39; and then store the value in &#39;Users&#39;,,1,0,True
web,74588362,Ireugbu David,Accessing a react state created in one component from another component,,1,0,False
web,74585812,Nazchanel,Jekyll Site Not Showing Favicon,,1,1,True
web,74584600,David98761324,Can&#39;t parse json from php into javascript,,1,1,True
web,74580646,B&#237;ch Mai Vũ,cannot start Tomcat 9 - java.net.BindException: Address already in use,,1,0,True
web,74580551,A. Jadon,Why Image is not getting updated on my React project?,,1,0,False
web,74577694,Arham Nadeem,Can I get the position of the div element (created by a loop from JavaScript) on a button click inside of that div?,,1,1,True
web,74575173,fish0fqwerty,Java Spring Error when page loaded maven html error,,1,-1,True
web,74572269,Matheus Prestes,An error occurred while executing subprocess cordova,,2,0,True
web,74571324,user12527467,Why I need to specify the folder to see the index.html in Tomcat 10,,1,0,True
web,74571135,Stepan Harutyunyan,Text in hyperlink HTML,,1,-2,True
web,74568896,choco mufflin,How to check multiple chekbox from database value,,2,1,True
web,74562960,durov25,How to get and display the number of online participants on the site (JS)?,,1,0,False
web,74536029,mike,Extracting a table that spans multiple pages,,1,0,True
web,74533778,NeedHalp,Laravel 8 User profile not showing even the buttons or alt image,,1,0,True
web,74533112,vijay kumar,How to enable /disable internet browser extensions using java,,1,-1,True
web,74530159,Janciu,Where is bootstrap.min.js.map ver 4.1.1 located?,,1,0,False
web,74522803,Bruno Peixoto,Knex migration and seed in NodeJS project,,0,1,False
web,74521845,YaronGlp,Multiple Loader animations using Microfrontend,,0,1,False
web,74517324,Clay,Bootstrap carousel elements how to decrease the built-in width of the section,,1,0,False
web,74508581,Iyeoge Oluwashirgune,How do i write the html and php code that sends form filled on my website to my email?,,2,-1,True
web,74507782,Jess,"Translating latitude and longitude into x,y grid on webpage",,1,0,False
web,74507746,Fiolber Studios,When mouse is over an element then show other element under the element,,1,3,True
web,74507249,Kornuletz,Background image on the entire screen not only in the middle of it,,1,0,False
web,74502572,Jacobino,How do I model the data to retrieve details of a user&#39;s list of friends in Cassandra?,,2,1,False
web,74500517,mjshubham21,"Hey, I&#39;m getting Navbar.jsx:33 Uncaught TypeError: Cannot read properties of undefined (reading &#39;Text&#39;) at Navbar in React router and props",,1,1,True
